ID,Use,industry,industry.group,site,unit,BP.cal.median,C14.mean,C14.SD,C14.COV,calib.curve,sample.id,material,delta 13,method&id,comments,citation,country,region
317,0,Upper Palaeolithic,NA,Chauvet,Megaloceros Gallery-Pinus cf sylvestris/nigra charcoal -OC-12-04 (same sample for different labs),34233,29900,1000,0.0334,intcal20,AA-98842,Pinus cf sylvestris/nigra charcoalO C-12-04 (same sample for different labs),-23.3,AMS 6270,industry association not specified,Quiles A. e.a. 2014. Radiocarbon 56: 833-850. Faigenbaum-Golovin S. e.a. 2016. PS 113: 4670-4675.,France,N Central
318,0,palaeolithic cave art,NA,Chauvet,Megaloceros Gallery-Parietal charcoal mark T195-GC-09-15,27239,23000,1000,0.0435,intcal20,GifA-11127/SacA-24667,Parietal charcoal mark,-23,AMS 7482,industry association not specified,"Valladas et al. 2005. BSPF 102:109-113. J. Combier,G. Jouve,L‡πÇ¬Ä¬ôanthropologie xxx (2014) xxxxxx. Guibert P. e.a. 2015. Q Geochronology 29: 36-45,Faigenbaum-Golovin S. e.a. 2016. PS 113: 4670-4675.Faigenbaum-Golovin S. e.a. 2016. PS 113: 4670-4675.",France,N Central
319,0,NA,NA,Chauvet,Morel Chamber-bone from cave surface,31110,26965,110,0.0041,intcal20,Ly-1655,bone from cave surface,NA,AMS 3393,industry association not specified,Faigenbaum-Golovin S. e.a. 2016. PS 113: 4670-4675.,France,N Central
320,0,NA,NA,Chauvet,Morel Chamber-bones Capra ibex from cave floor,27205,22860,110,0.0048,intcal20,GrA-23146,bones Capra ibex from cave floor,-19.2,AMS 7421,industry association not specified,Faigenbaum-Golovin S. e.a. 2016. PS 113: 4670-4675.,France,N Central
321,0,NA,NA,Chauvet,Morel Chamber-bone from cave surface,23044,19105,150,0.0079,intcal20,Ly-1656,bone from cave surface,NA,AMS 3394,industry association not specified,Faigenbaum-Golovin S. e.a. 2016. PS 113: 4670-4675.,France,N Central
322,0,Upper Palaeolithic,NA,Chauvet,Recess of the Bears-Cave floor charcoal-Sector x-05,30034,25740,150,0.0058,intcal20,GifA-80134/SacA-11416,Cave floor charcoal,-24,AMS 7513,industry association not specified,Faigenbaum-Golovin S. e.a. 2016. PS 113: 4670-4675.,France,N Central
323,0,Upper Palaeolithic,NA,Chauvet,Galeria Red Panels Gallery-Ursus spelaeus bones-Sector 8.3-CHV36,33433,28930,160,0.0055,intcal20,GrA-23136,ursus spelaeus bones,-21.6,AMS 7529,industry association not specified,Garcia-Diez M. e.a. 2012. Altamira Monografias 23: 492-500. Faigenbaum-Golovin S. e.a. 2016. PS 113: 4670-4675.,France,N Central
324,0,Upper Palaeolithic,NA,Chauvet,Galeria Red Panels Gallery-Cave floor charcoal-sector 8.9-GC-08-12,30615,26360,160,0.0061,intcal20,GifA-80145/SacA-11427,charcoal,-23,AMS 7527,industry association not specified,Garcia-Diez M. e.a. 2012. Altamira Monografias 23: 492-500. Faigenbaum-Golovin S. e.a. 2016. PS 113: 4670-4675.,France,N Central
325,0,Upper Palaeolithic,NA,Chauvet,Galeria Red Panels Gallery-humic fraction-Mammoth and hand stencil GC-00-34,30583,26340,330,0.0125,intcal20,GifA-101468,humic fraction,-4,AMS 6138,industry association not specified,Garcia-Diez M. e.a. 2012. Altamira Monografias 23: 492-500. Faigenbaum-Golovin S. e.a. 2016. PS 113: 4670-4675.,France,N Central
326,0,palaeolithic cave art,NA,Chauvet,Salle du Crane-Skull Chamber-Sector 14.2- Ursus spelaeus bone-GHV76,33318,28850,170,0.0059,intcal20,GrA-23145,Ursus spelaeus bone,-20.5,AMS 7470,industry association not specified,"Valladas et al. 2005. BSPF 102:109-113. J. Combier,G. Jouve,L‡πÇ¬Ä¬ôanthropologie xxx (2014) xxxxxx,Faigenbaum-Golovin S. e.a. 2016. PS 113: 4670-4675.",France,N Central
327,1,Epipaleolithic,Epipaleolithic,Chazelles,NA,10752,9460,170,0.018,intcal20,NA,NA,NA,NA,NA,NA,France,N Central
328,1,Upper Magdalenian/Tardigravettian/Magdalenian Via,Magdalenian,Chinchon,16-15,14059,12000,420,0.035,intcal20,Ly-597,bone,NA,Conv 14C 1160,NA,"Evin J. e.a. 1994,Radiocarbon Volume 36,3: 345 ff. 0n‡∏£¬†ratini G. 1988. Dictionire de la Prehistoire. http://sites.univ-provence.fr/wjeb/pdf/palsup_spf.pdf",France,N Central
329,1,? Epigravettian,Magdalenian,Chiostraccio Cave,NA,15271,12800,50,0.0039,intcal20,Beta-293673,cranial framents human,NA,AMS 6855,NA,"Bronk Ramsey C. e.a. Archaeometry 57,1 (2015) 177-216.",Italy,Southeast
330,1,? Epigravettian,Magdalenian,Chiostraccio Cave,NA,14005,12120,55,0.0045,intcal20,OxA-25079,bone human skull fragment CH,-19.3,AMS 6854,NA,"Bronk Ramsey C. e.a. Archaeometry 57,1 (2015) 177-216.",Italy,Southeast
331,1,? Epigravettian,Magdalenian,Chiostraccio Cave,NA,13933,12085,55,0.0046,intcal20,OxA-25078,bone-human skull fragment CH,-19.2,AMS 6853,NA,"Bronk Ramsey C. e.a. Archaeometry 57,1 (2015) 177-216.",Italy,Southeast
332,0,unspec.,NA,Chiris,Organic level,31343,27240,480,0.0176,intcal20,Ly-7567,NA,NA,NA,industry association not specified,NA,France,N Central
333,1,Mesolithic,Mesolithic,Ciclami,NA,9238,8260,60,0.0073,intcal20,R-1041,NA,NA,NA,NA,NA,Italy,Northeast
334,1,Epimadalenian/Sauveterroid,Mesolithic,Cingle de L'Aigua,II- CA'06 A4 Capa4 sc9,12543,10520,60,0.0057,intcal20,Beta-244004,pinus charcoal,NA,AMS 6182,NA,Monroig D.R. 2010. Zephyrus 66: 209-218.,Spain,Southwest
335,1,Geometric Mesolithic,Mesolithic,Cingle del Mas Nou,NA,7724,6897,34,0.0049,intcal20,OxA-236028,NA,NA,NA,NA,Salazar García et al. 2013,Spain,Southwest
336,1,Geometric Mesolithic,Mesolithic,Cingle del Mas Nou,NA,7748,6925,35,0.0051,intcal20,OxA-236029,NA,NA,NA,NA,Salazar García et al. 2013,Spain,Southwest
337,1,Geometric Mesolithic,Mesolithic,Cingle del Mas Nou,I,7828,7000,70,0.01,intcal20,Beta-136677,NA,NA,NA,NA,Olaria 2000,Spain,Southwest
338,1,Geometric Mesolithic,Mesolithic,Cingle del Mas Nou,I,7643,6800,70,0.0103,intcal20,Beta-136676,NA,NA,NA,NA,Olaria 2000,Spain,Southwest
339,1,Geometric Mesolithic,Mesolithic,Cingle del Mas Nou,IIb,7616,6760,40,0.0059,intcal20,Beta-170713,NA,NA,NA,NA,Olaria et al. 2005,Spain,Southwest
340,1,Geometric Mesolithic,Mesolithic,Cingle del Mas Nou,III,7845,7010,40,0.0057,intcal20,Beta-170714,NA,NA,NA,NA,Olaria et al. 2005,Spain,Southwest
341,1,Geometric Mesolithic,Mesolithic,Cingle del Mas Nou,III,7746,6920,40,0.0058,intcal20,Beta-170715,NA,NA,NA,NA,Olaria et al. 2005,Spain,Southwest
342,1,Epipalaeolithic,Epipaleolithic,Cingle Vermell,NA,11147,9760,160,0.0164,intcal20,UGrA-68,NA,NA,Conv 14C 6742,NA,CRPES 1985,Spain,N Central
343,1,Evoluted Epigravettian,Magdalenian,Cipolliane,C3,18471,15200,100,0.0066,intcal20,R-356,NA,NA,Conv 14C 4302,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",Italy,Southeast
344,1,Evolved Epigravettian,Magdalenian,Cipolliane,C3,18338,15000,100,0.0067,intcal20,R-353,NA,NA,Conv 14C 5348,NA,"Milliken S.,1998. Oxford Jourl of Archaeology 17: 269-287.",Italy,Southeast
345,1,Evolved Epigravettian,Magdalenian,Cipolliane,C3,18551,15270,300,0.0196,intcal20,R-355,NA,NA,Conv 14C 5347,NA,"Milliken S.,1998. Oxford Jourl of Archaeology 17: 269-287.",Italy,Southeast
346,1,Ancient Epipalaeolithic,Epipaleolithic,Cippoliane,4,19271,15960,80,0.005,intcal20,Beta-171353,charcoal,NA,AMS 7400,NA,"Calattini,Morabito,2006",Italy,Southeast
347,1,Mesolithique,Mesolithic,Clos de Poujol,couche SN H2D8,7851,7015,40,0.0057,intcal20,Ly-2138,NA,NA,NA,NA,Badora,France,N Central
348,1,Late Upper Palaeolithic/Epipalaeolithic Epipaleolitico microlaminar,Epipaleolithic,Clot de l'Hospital,NA,13027,11115,50,0.0045,intcal20,OxA-16421,femur bone-small bovid,-19.5,AMS 4340,NA,"Bronk Ramsey C. Archaeometry 51,2 (2009) 323:349. Garcia Catalan S. e.a. Trab. Prehist.,2015,72:. 64-83,",Spain,Southwest
349,1,Late Upper Palaeolithic/Epipalaeolithic Epipaleolitico microlaminar,Epipaleolithic,Clot de l'Hospital,NA,11555,10045,45,0.0045,intcal20,OxA-16572,Metacarpal bone-Capra pyrenaica,-19.1,AMS 4343,NA,"Bronk Ramsey C. Archaeometry 51,2 (2009) 323:349. Garcia Catalan S. e.a. Trab. Prehist.,2015,72:. 64-83,",Spain,Southwest
350,1,Epigravettian,Magdalenian,Clusantin,4,15694,13094,153,0.0117,intcal20,NA,NA,NA,NA,NA,NA,Italy,Northeast
351,1,Early Mesolithic,Mesolithic,Cogola,18,11235,9820,60,0.0061,intcal20,UtC-9285,charcoal,NA,AMS 3201,NA,"Dalmeri G. 2004. Studi Trent. Sci. t.,Preistoria Alpi,40: 91-98.",Italy,Northeast
352,1,Epigravettian,Magdalenian,Cogola,Unit 19,12664,10640,60,0.0056,intcal20,UtC-9287,charcoal,NA,AMS 2270,NA,"Peresani M. et al. 1999-2000. Rivista di Sccienze Preistoriche 50:103-132. Dalmeri G. 2004. Studi Trent. Sci. t.,Preistoria Alpi,40: 91-98.",Italy,Northeast
353,1,Epigravettian,Magdalenian,Cogola,Unit 19,12248,10380,70,0.0067,intcal20,UtC-9286,charcoal,NA,AMS 2269,NA,"Peresani M. et al. 1999-2000. Rivista di Sccienze Preistoriche 50:103-132. Dalmeri G. 2004. Studi Trent. Sci. t.,Preistoria Alpi,40: 91-98.",Italy,Northeast
354,1,Sauveterrian,Mesolithic,Colbricon 9,NA,11155,9730,60,0.0062,intcal20,UtC-13419,NA,NA,AMS 6563,NA,udinot N.e.a. 2014. JAS ip.,Italy,Northeast
355,1,Bouverien/Late Palaeolithic,NA,Colle Rousse,2,14447,12330,150,0.0122,intcal20,Gif-8657,NA,NA,Conv 14C 2020,NA,"Onoratini,G and Reult-Miskovsky,J,Pr‡∏£‡∏âhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174",France,N Central
356,1,Epipaleolithic,Epipaleolithic,Colle Rousse,Square F3-4,7908,7090,60,0.0085,intcal20,Gif-8656,NA,NA,NA,NA,Shenn & Steele 2000,France,N Central
357,1,Magdalenian,Magdalenian,Colombier,D hearths,17908,14700,300,0.0204,intcal20,L,NA,NA,NA,NA,NA,France,N Central
358,1,Magdalenian,Magdalenian,Colombier,D hearths,16130,13390,300,0.0224,intcal20,Ly-433,NA,NA,NA,NA,NA,France,N Central
359,1,Magdalenian,Magdalenian,Colombier,D hearths,17204,14150,400,0.0283,intcal20,L-177,NA,NA,NA,NA,NA,France,N Central
360,1,Magdalenian,Magdalenian,Colombier,D hearths,18802,15500,700,0.0452,intcal20,L,NA,NA,NA,NA,NA,France,N Central
361,1,Magdalenian,Magdalenian,Colombier,E7,17558,14390,70,0.0049,intcal20,Ly-644/GrA-9713,NA,NA,NA,NA,NA,France,N Central
362,1,Final Magdalenian,Magdalenian,Colombier,13,14179,12150,240,0.0198,intcal20,Ly-4811,charcoal,NA,Conv 14C 3837,NA,"Onoratini G. 1996,Eraul 76: 257-268.",France,N Central
363,1,Magdalenian,Magdalenian,Colombier,15A,13356,11460,310,0.0271,intcal20,Gif-8717,charcoal,NA,Conv 14C 482,NA,NA,France,N Central
364,1,Magdalenian,Magdalenian,Colombier,16,17774,14660,660,0.045,intcal20,Ly-5291,NA,NA,Conv 14C 481,NA,NA,France,N Central
365,1,Magdalenian upper,Magdalenian,Colombier,17,15961,13280,110,0.0083,intcal20,UtC-1737,NA,NA,AMS 1770,NA,"Onoratini,G and Reult-Miskovsky,J,Pr‡∏£‡∏âhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174",France,N Central
366,1,Magdalenian upper,Magdalenian,Colombier,17,17643,14480,360,0.0249,intcal20,Ly-5292,NA,NA,Conv 14C 4980,NA,"Onoratini,G and Reult-Miskovsky,J,Pr‡∏£‡∏âhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174",France,N Central
367,1,Epipalaeolithic,Epipaleolithic,Colombier,2,12999,11080,250,0.0226,intcal20,Ly-4809,charcoal,NA,Conv 14C 3835,NA,Rillardon M. 2014. PhD. Aix-Marseille I.,France,N Central
368,0,NA,NA,Colombier,5 Foyer,13135,11230,420,0.0374,intcal20,Ly-4810,charcoal,NA,Conv 14C 3836,industry association not specified,NA,France,N Central
369,1,Magdalenian,Magdalenian,Comte,203C10,15171,12720,40,0.00314465408805031,intcal20,Beta-485338,charcoal,NA,AMS,NA,"Casabó et al.,2017",Spain,Southwest
370,1,Magdalenian,Magdalenian,Comte,203C9,15787,13160,40,0.00303951367781155,intcal20,Beta-485339,charcoal,NA,AMS,NA,"Casabó et al.,2017",Spain,Southwest
371,1,Magdalenian,Magdalenian,Comte,207,15254,12790,40,0.00312744331508991,intcal20,Beta-485334,charcoal,NA,AMS,NA,"Casabó et al.,2017",Spain,Southwest
372,1,Magdalenian,Magdalenian,Comte,207,13550,11700,30,0.00256410256410256,intcal20,Beta-485336,charcoal,NA,AMS,NA,"Casabó et al.,2017",Spain,Southwest
373,1,Gravettian,Gravettian,Comte,SU1001,29253,25050,100,0.00399201596806387,intcal20,Beta-413715,charcoal,NA,AMS,NA,"Casabó et al.,2017",Spain,Southwest
374,1,Gravettian,Gravettian,Comte,SU1002,28130,24010,90,0.00374843815077051,intcal20,Beta-413716,charcoal,NA,AMS,NA,"Casabó et al.,2017",Spain,Southwest
375,1,Upper Magdalenian,Magdalenian,Conques,CO.C2,16033,13330,140,0.0105,intcal20,Ly-8778,bone,NA,Conv 14C 4082,NA,NA,France,N Central
376,1,Upper Magdalenian/Middle Magdalenian,Magdalenian,Conques,CO.C3,17435,14320,90,0.0063,intcal20,Ly-8779,bone,NA,Conv 14C 4083,NA,"Baills H.,2003. Les Conques,des chasseurs magdal‡∏£‡∏âniens et leur territoire. Eraul 101.",France,N Central
377,1,Magdalenian,Magdalenian,Conques,layer 3 square D27,9834,8780,120,0.0137,intcal20,Gif-3753,NA,NA,NA,date too young for associated industry,NA,France,N Central
378,1,Early Mesolithic? Late Palaeolithic/Sauveterrian,Mesolithic,Continenza,24-28,11016,9680,100,0.0103,intcal20,R-556,NA,NA,Conv 14C 6298,NA,"Martini,Tozzi,1996. Serradimigni,2013",Italy,Southeast
379,1,Early Mesolithic,Mesolithic,Continenza,27 D-2,10973,9650,100,0.0104,intcal20,R-555,NA,NA,Conv 14C 6297,NA,"Martini,Tozzi,1996",Italy,Southeast
380,1,Terminal Epigravettian,Magdalenian,Continenza,31-34,11044,9680,75,0.0077,intcal20,Rome-1194,NA,NA,Conv 14C 7958,NA,NA,Italy,Southeast
381,1,Final Epigravettian,Magdalenian,Continenza,32,12071,10280,110,0.0107,intcal20,R-557,NA,NA,Conv 14C 6375,NA,Palma di Cesnola A.. 1996. Eraul: 305-317.,Italy,Southeast
382,1,Late Upper Palaeolithic/Final Epigravettian,Magdalenian,Continenza,34-35,11946,10230,100,0.0098,intcal20,R-558,NA,NA,Conv 14C 6309,NA,"Martini,Tozzi,1996",Italy,Southeast
383,1,Recent Epigravettian,Magdalenian,Continenza,35-44,14475,12381,60,0.0048,intcal20,LTL-1249a,NA,NA,AMS 7404,NA,"Serradimigni,2013",Italy,Southeast
384,1,Recent Epigravettian,Magdalenian,Continenza,35-44,14413,12353,60,0.0049,intcal20,LTL-6188a,NA,NA,AMS 7403,NA,"Serradimigni,2013",Italy,Southeast
385,1,Recent Epigravettian,Magdalenian,Continenza,35-44,13578,11725,65,0.0055,intcal20,Ly-1663/OxA-,NA,NA,AMS 7401,NA,"Serradimigni,2013",Italy,Southeast
386,1,Recent Epigravettian,Magdalenian,Continenza,35-44,13881,11983,80,0.0067,intcal20,LTL-1250a,NA,NA,AMS 7402,NA,"Serradimigni,2013",Italy,Southeast
387,1,Recent Epigravettian,Magdalenian,Continenza,35-44,13420,11560,100,0.0087,intcal20,Ly-10754,NA,NA,Conv 14C 7956,NA,"Serradimigni,2013",Italy,Southeast
388,1,Recent Epigravettian,Magdalenian,Continenza,35-44,13371,11500,100,0.0087,intcal20,Rome-1198,NA,NA,Conv 14C 7955,NA,"Serradimigni,2013",Italy,Southeast
389,1,Recent Epigravettian,Magdalenian,Continenza,35-44,13689,11830,110,0.0093,intcal20,Ly-10755,NA,NA,Conv 14C 7957,NA,"Serradimigni,2013",Italy,Southeast
390,1,Recent Epigravettian,Magdalenian,Continenza,35-44,12730,10760,140,0.013,intcal20,Ly-10753,NA,NA,Conv 14C 7954,NA,"Serradimigni,2013",Italy,Southeast
391,1,Recent Epigravettian,Magdalenian,Continenza,45,12938,12937,50,0.0039,normal,LTL-6187a,NA,NA,TL 981,NA,"Serradimigni,2013",Italy,Southeast
392,1,Early Mesolithic,Mesolithic,Cordeddu,NA,11254,9820,140,0.0143,intcal20,UtC-14/237,charcoal,NA,AMS 2734,NA,"Pluciennik,1997",Italy,Southeast
393,0,unspec.,NA,Cordeddu,NA,10435,9220,370,0.0401,intcal20,GrN-11436,NA,NA,NA,industry association not specified,NA,Italy,Southeast
394,0,unspec.,NA,Cordeddu,NA,10300,9120,380,0.0417,intcal20,GrN-11434,NA,NA,NA,industry association not specified,NA,Italy,Southeast
395,0,unspecified,NA,Cordeddu,3B,16420,13590,140,0.0103,intcal20,GrN-11405,NA,NA,Conv 14C 7223,industry association not specified,NA,Italy,Southeast
396,1,Romanellian.,Epipaleolithic,Cornille,10a,12778,10870,320,0.0294,intcal20,Ly-427,terre ch,NA,Conv 14C 537,NA,NA,France,N Central
397,1,Romanellian.,Epipaleolithic,Cornille,10c,12310,10540,310,0.0294,intcal20,Ly-510,terre ch,NA,Conv 14C 538,NA,NA,France,N Central
398,1,Romanellian.,Epipaleolithic,Cornille,12,12878,10920,210,0.0192,intcal20,Ly-449,terre ch,NA,Conv 14C 539,NA,NA,France,N Central
399,1,Montadian,Mesolithic,Cornille,6,9017,8100,130,0.016,intcal20,Ly-413,NA,NA,NA,NA,NA,France,N Central
400,1,Mesolithic,Mesolithic,Cornille,6,7826,7000,130,0.0186,intcal20,Ly-868,NA,NA,NA,NA,NA,France,N Central
401,1,Romanellian.,Epipaleolithic,Cornille,9a,11935,10270,470,0.0458,intcal20,Ly-414,terre ch,NA,Conv 14C 536,NA,NA,France,N Central
402,0,Art,NA,Cosquer,NA,28961,24730,300,0.0121,intcal20,GifA-9672,cheval 5 secteur 101 paroi charbon,NA,AMS 4855,industry association not specified,"Onoratini,G and Reult-Miskovsky,J,Pr‡∏£‡∏âhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174",France,N Central
403,0,art,NA,Cosquer,NA,17076,14050,180,0.0128,intcal20,GifA-96101,sing in the shape af a jellyfish,NA,AMS 1795,industry association not specified,Amormino V.L'Anthropologie 104 (2000) 373-381.,France,N Central
404,1,Solutrean upper m‡∏£‡∏âditerran‡∏£‡∏âen,Solutrean,Cosquer,"""felin noir"" surface soil-bison noir n‡∏¢‡∏ê 1-seconde moiti‡∏£‡∏â de l'‡∏£‡∏âchantillon Gif A-92419",22471,18530,190,0.0103,intcal20,GifA-92492,NA,NA,AMS 2285,NA,Amormino V. 2000. L'Anthropologie 104: 373.,France,N Central
405,1,Solutrean upper m‡∏£‡∏âditerran‡∏£‡∏âen,Solutrean,Cosquer,"""felin noir"" surface soil-Bison noir n‡∏¢‡∏ê 1-1ere moiti‡∏£‡∏â de l'‡∏£‡∏âchantillon",21874,18010,200,0.0111,intcal20,GifA-92419,NA,NA,AMS 2288,NA,Amormino V. 2000. L'Anthropologie 104: 373.,France,N Central
406,1,Solutrean upper m‡∏£‡∏âditerran‡∏£‡∏âen,Solutrean,Cosquer,"""felin noir"" surface soil",22687,18760,220,0.0117,intcal20,GifA-92422,Humid acid from the cheval,NA,AMS 2290,NA,Amormino V. 2000. L'Anthropologie 104: 373.,France,N Central
407,1,Solutrean upper m‡∏£‡∏âditerran‡∏£‡∏âen,Solutrean,Cosquer,"""felin noir"" surface soil",23184,19200,240,0.0125,intcal20,GifA-92418,t‡∏£‡∏äte du f‡∏£‡∏âlin,NA,AMS 2137,NA,Amormino V. 2000. L'Anthropologie 104: 373.,France,N Central
408,1,Solutrean upper m‡∏£‡∏âditerran‡∏£‡∏âen,Solutrean,Cosquer,"""felin noir"" surface soil-Horse n‡∏¢‡∏ê 1-1ere moiti‡∏£‡∏â de l'‡∏£‡∏âchantillon",22746,18840,245,0.013,intcal20,GifA-92416,NA,NA,AMS 2287,NA,Amormino V. 2000. L'Anthropologie 104: 373.,France,N Central
409,1,Solutrean upper m‡∏£‡∏âditerran‡∏£‡∏âen,Solutrean,Cosquer,"""felin noir"" surface soil-Female Megaloceros from panneau n‡∏¢‡∏ê 4",23464,19500,270,0.0138,intcal20,GifA-91324,NA,NA,AMS 2293,NA,Amormino V. 2000. L'Anthropologie 104: 373.,France,N Central
410,1,Solutrean upper m‡∏£‡∏âditerran‡∏£‡∏âen,Solutrean,Cosquer,"""felin noir"" surface soil",19796,16390,260,0.0159,intcal20,GifA-92423,Humid acid fraction from the Bison noir n‡∏¢‡∏ê1,NA,AMS 2289,NA,Amormino V. 2000. L'Anthropologie 104: 373.,France,N Central
411,1,Solutrean upper m‡∏£‡∏âditerran‡∏£‡∏âen,Solutrean,Cosquer,"""felin noir"" surface soil-Horse n‡∏¢‡∏ê 1-2de moiti‡∏£‡∏â de l'‡∏£‡∏âchantillon GifA-92416",22744,18820,310,0.0165,intcal20,GifA-92417,NA,NA,AMS 2286,NA,Amormino V. 2000. L'Anthropologie 104: 373.,France,N Central
412,1,Solutrean upper m‡∏£‡∏âditerran‡∏£‡∏âen,Solutrean,Cosquer,"""felin noir"" surface soil",22327,18440,440,0.0239,intcal20,Ly-5558,charcoal from soil,NA,Conv 14C 2173,NA,Amormino V. 2000. L'Anthropologie 104: 373.,France,N Central
413,1,Gravettian,Gravettian,Cosquer,"""floor near felines""",31938,27870,430,0.0154,intcal20,GifA 92350,NA,NA,NA,NA,NA,France,N Central
414,1,Art-Salp,Solutrean,Cosquer,"""Signe en etoile""",21607,17800,160,0.009,intcal20,GifA-96075,charcoal from star mark,NA,AMS 2141,NA,"Onoratini,G and Reult-Miskovsky,J,Pr‡∏£‡∏âhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174",France,N Central
415,0,parietal art,NA,Cosquer,"""Signe ovale""",32572,28370,440,0.0155,intcal20,GifA-96074,charcoal from oval sign,NA,AMS 624,industry association not specified,Badora,France,N Central
416,0,palaeolithic art,NA,Cosquer,surface soil,18863,15570,150,0.0096,intcal20,GifA-92446,Humid acid from soil sample n‡∏¢‡∏ê 2,NA,AMS 2294,industry association not specified,Amormino V.L'Anthropologie 104 (2000) 373-381.,France,N Central
417,0,palaeolithic art,NA,Cosquer,surface soil,24508,20370,260,0.0128,intcal20,GifA-92348,Soil sample 2,NA,AMS 1792,industry association not specified,Amormino V.L'Anthropologie 104 (2000) 373-381.,France,N Central
418,0,palaeolithic art,NA,Cosquer,surface soil,30575,26360,440,0.0167,intcal20,GifA-92349,Soil sample n‡∏¢‡∏ê 3,NA,AMS 2295,industry association not specified,Amormino V.L'Anthropologie 104 (2000) 373-381.,France,N Central
419,0,palaeolithic art,NA,Cosquer,surface soil,31969,27870,470,0.0169,intcal20,GifA-92350,soil sample 4,NA,AMS 1794,industry association not specified,Amormino V.L'Anthropologie 104 (2000) 373-381.,France,N Central
